
ninjutsu ninjutsus
noctiluca noctilucae
nodus nodi
nog nogs
noise noises
nomen nomina
no noes
nose noses
notebook notebooks
note notes
notum nota
noumenon noumena
nova novae
novella novelle
novena novenae
nubecula nubeculae
nucellus nucelli
nucha nuchae
nucleolus nucleoli
nucleus nuclei
nucleus nucleuses
nullipara nulliparae
number numbers
numbfish numbfishes
numen numina
nut nuts
nympha nymphae
oarfish oarfishes
oasis oases
oasis oases
oatmeal oat meals
obelus obeli
obligato obligati
obolus oboli
observation observations
occiput occipita
occlusion occlusions
oceanarium oceanaria
oceanid oceanides
ocean oceans
ocellus ocelli
ochrea ochreae
ochrea ocreae
octahedron octahedra
octopus octopi
oculus oculi
odeum odea
offer offers
office offices
offspring offspring
offspring offsprings
oil oils
oldwife oldwives
oleum olea
omasum omasa
omayyad omayyades
omentum omenta
ommatidium ommatidia
ommiad ommiades
onager onagri
oogonium oogonia
ootheca oothecae
operation operations
operculum opercula
opinion opinions
optimum optima
opus opera
opus opuses
orange oranges
order orders
organa organums
organization organizations
organon organa
ornament ornaments
orthopteron orthoptera
osculum oscula
os ora
os osar
os ossa
osteoma osteomata
ostium ostia
othman ottomans
oven ovens
ovolo ovoli
ovotestis ovotestes
ovum ova
owl owls
owner owners
ox ox
ox oxen
oxymoron oxymora
paddlefish paddlefishes
page pages
pail pails
pain pains
paint paints
paisa paise
palea paleae
palestra palestrae
palingenesis palingeneses
pallium pallia
palmetto palmettoes
palpus palpi
pancake pancakes
pancratium pancratia
panettone panettoni
pangolin pangolins
pan pans
pantsu pantsus
paparazzo paparazzi
paperknife paperknives
paper papers
papilla papillae
papilloma papillomata
pappus pappi
papula papulae
papyrus papyri
parabasis parabases
paraleipsis paraleipses
paralysis paralyses
paramecium paramecia
parament paramenta
paraphysis paraphyses
parapodium parapodia
parapraxis parapraxes
paraselene paraselenae
parashah parashoth
parasyntheton parasyntheta
parazoan parazoa
parcel parcels
parenthesis parentheses
parenthesis parentheses
parent parents
parergon parerga
parhelion parhelia
paries parietes
park parks
parrotfish parrotfishes
partner partners
part parts
party parties
parulis parulides
passenger passengers
paste pastes
pastorale pastorali
patagium patagia
patch patches
patella patellae
paterfamilias patresfamilias
patina patinae
payment payments
peace peaces
pea pease
pear pears
peccadillo peccadilloes
pecten pectines
pedalo pedaloes
pekinese pekingese
pelvis pelves
pencil pencils
penetralia penetralium
penicillium penicillia
penis penes
penknife penknives
penna pennae
penni pennia
penny pence
pen pens
pentahedron pentahedra
pentimento pentimenti
penumbra penumbrae
peplum pepla
pericardium pericardia
perichondrium perichondria
pericranium pericrania
peridium peridia
perigonium perigonia
perihelion perihelia
perinephrium perinephria
perineum perinea
perionychium perionychia
periosteum periostea
periphrasis periphrases
peristalsis peristalses
perithecium perithecia
peritoneum peritonea
persona personae
person persons
pes pedes
pest pests
petechia petechiae
pet pets
pfennig pfennige
phalange phalanges
phallus phalli
pharynx pharynges
phenomenon phenomena
phenomenon phenomenons
philodendron philodendra
phlyctaena phlyctenae
phyle phylae
phyllotaxis phyllotaxes
phylloxera phylloxerae
phylogenesis phylogeneses
phylum phyla
pickle pickles
picture pictures
pie pies
pigeon pigeons
pigfish pigfishes
pig pigs
pileum pilea
pileus pilei
pimp pimps
pinetum pineta
pinfish pinfishes
pinkie pinkies
pinko pinkoes
pinna pinnae
pinnula pinnulae
pin pins
pipefish pipefishes
pipe pipes
pirog pirogi
piscina piscinae
pithecanthropus pithecanthropi
pithos pithoi
placebo placeboes
placenta placentae
place places
plane planes
planetarium planetaria
plan plans
plantation plantations
plant plants
planula planulae
plasmodesma plasmodesmata
plasmodium plasmodia
plastic plastics
plateau plateaux
plate plates
playground playgrounds
play plays
pleasure pleasures
plectron plectra
plenum plena
pleura pleurae
pleuron pleura
plica plicae
plot plots
ploughman ploughmen
plough ploughs
plum plums
pneumobacillus pneumobacilli
pneumococcus pneumococci
poacher poachers
pocketknife pocketknives
pocket pockets
podetium podetia
podium podia
point points
poison poisons
police polices
polish polish
polis poleis
pollex pollices
pollinium pollinia
pollution pollution
polychasium polychasia
polyhedron polyhedra
polyparium polyparia
polypus polypi
polyzoan polyzoa
polyzoarium polyzoaria
pons pontes
pontifex pontifices
poop poops
popcorn popcorn
portamento portamenti
porter porters
portico porticoes
portmanteau portmanteaux
position positions
postliminium postliminia
potato potatoes
pot pots
powder powders
power powers
practice practices
praenomen praenomina
praxis praxes
predella predelle
premaxilla premaxillae
prenomen prenomina
preposition prepositions
presa prese
price prices
primigravida primigravidae
primipara primiparae
primo primi
primordium primordia
principium principia
print prints
prison prisons
proboscis proboscides
produce produces
professor professors
profit profits
proglottid proglottides
prognosis prognoses
prolegomenon prolegomena
prolepsis prolepses
promycelium promycelia
pronephros pronephra
pronephros pronephroi
pronucleus pronuclei
property properties
propositus propositi
proptosis proptoses
propylaeum propylaea
propylon propyla
proscenium proscenia
prosencephalon prosencephala
prose prose
prosthesis prostheses
prostomium prostomia
protasis protases
protest protests
prothalamion prothalamia
prothallium prothallia
prothallus prothalli
prothorax prothoraces
protonema protonemata
protozoan protozoa
proventriculus proventriculi
proviso provisoes
prytaneum prytanea
psalterium psalteria
pseudopodium pseudopodia
psychoneurosis psychoneuroses
psychosis psychoses
pterygium pterygia
pteryla pterylae
ptosis ptoses
pubis pubes
pudendum pudenda
pull pulls
pul puli
pulvillus pulvilli
pulvinus pulvini
pump pumps
punchinello punchinelloes
punishment punishments
pupa pupae
puparium puparia
purpose purposes
push pushs
putamen putamina
putto putti
pycnidium pycnidia
pygidium pygidia
pylorus pylori
pyxidium pyxidia
pyxis pyxides
qaddish qaddishim
quadrennium quadrennia
quadriga quadrigae
quale qualia
quantum quanta
quarter quarters
quarterstaff quarterstaves
quartz quartz
queen queens
question questions
quezal quezales
quicksand quicksands
quiet quiets
quill quills
quilt quilts
quince quinces
quinquennium quinquennia
quiver quivers
quiz quizzes
quiz quizzes
rabato rabatos
rabbitfish rabbitfishes
rabbit rabbits
rachis rhachises
radius radii
radius radiuses
radix radices
radula radulae
rail rails
railway railways
rain rains
rainstorm rainstorms
rake rakes
ramentum ramenta
ramus rami
range ranges
ranula ranulae
ranunculus ranunculi
raphe raphae
raphide raphides
rate rates
ratfish ratfishes
rat rats
ray rays
reaction reactions
reading readings
real reales
real reis
rearmouse rearmice
rearmouse reremice
reason reasons
receipt receipts
record records
rectrix rectrices
rectum recta
rectus recti
redfish redfishes
redia rediae
referendum referenda
referendum referendums
refugium refugia
regret regrets
regulus reguli
relation relations
relationship relationships
relatum relata
religion religions
remex remiges
representative representatives
request requests
reseau reseaux
residuum residua
respect respects
responsum responsa
rest rests
rete retia
retiarius retiarii
reticulum reticula
retinaculum retinacula
retina retinae
reward rewards
rhabdomyoma rhabdomyomata
rhachis rachides
rhachis rhachides
rhinencephalon rhinencephala
rhizobium rhizobia
rhombus rhombi
rhonchus rhonchi
rhyme rhymes
rhythm rhythms
rhyton rhyta
ribbonfish ribbonfishes
ricercare ricercacari
ricercare ricercari
rice rices
rickettsia rickettsiae
riddle riddles
rifle rifles
rilievo rilievi
rima rimae
ring rings
river rivers
road roads
robin robins
rockfish rockfishes
rock rocks
rod rods
roll rolls
rom roma
rondeau rondeaux
roof roofs
room rooms
root roots
rort rorts
rosarium rosaria
rosefish rosefishes
rose roses
rostellum rostella
rostrum rostra
rotl artal
rotl artel
rouleau rouleaux
route routes
rub rubs
ruga rugae
rule rules
rumen rumina
run runs
sack sacks
sacrarium sacraria
sacrum sacra
saguaro saguaros
sailfish sailfishes
sail sails
salesperson salespeople
salmonella salmonellae
salmon salmon
salmon salmons
salpa salpae
salpinx salpinges
saltarello saltarelli
salt salts
salvo salvoes
sanctum sancta
sand sands
sanitarium sanitaria
santims santimi
saphena saphenae
sarcophagus sarcophagi
sartorius sartorii
sassanid sassanidae
sawfish sawfishes
scaldfish scaldfishes
scalenus scaleni
scale scales
scapula scapulae
scarabaeus scarabaei
scarecrow scarecrows
scarf scarfs
scarf scarves
scarf scarves
scene scenes
scent scents
schatchen schatchonim
schatchen shadchans
schema schemata
scherzando scherzandi
scherzo scherzi
schmo schmoes
scholium scholia
school schools
schul schuln
schutzstaffel schutzstaffeln
science sciences
scirrhus scirrhi
scleroma scleromata
sclerosis scleroses
sclerotium sclerotia
scolex scoleces
scolex scolices
scopula scopulae
scoria scoriae
scotoma scotomata
screw screws
scriptorium scriptoria
scrotum scrota
scudo scudi
scutellum scutella
scutum scuta
scyphistoma scyphistomae
scyphozoan scyphozoa
scyphus scyphi
sea seas
seashore seashores
seat seats
secondo secondi
secretary secretaries
seed seeds
segno segni
selection selections
seleucid seleucidae
self selves
senor senores
sense senses
sensillum sensilla
sente lisente
sente listente
sent senti
senusi senussis
separatrix separatrices
sephardi sephardim
septarium septaria
septennium septennia
septum septa
sequela sequelae
sequestrum sequestra
seraph seraphim
series series
serum sera
servant servants
sestertium sestertia
seta setae
sgraffito sgraffiti
shabbas shabbasim
shabbat shabbatim
shacko shackoes
shadchan shadchanim
shade shades
shake shakes
shako shakoes
shame shames
shammas shammosim
shape shapes
sheaf sheaves
sheatfish sheatfishes
sheep sheep
sheet sheets
shelf shelves
shellfish shellfishes
sheriff sheriffs
shinleaf shinleaves
ship ships
shirt shirts
shittah shittim
shmo shmoes
shock shocks
shoe shoes
shofar shofroth
shophar shophroth
shop shops
show shows
shrewmouse shrewmice
shrimp shrimp
shrimp shrimps
shul shuln
siddur siddurim
side sides
sidewalk sidewalks
siglos sigloi
signior signori
signora signore
signorina signorine
sign signs
siliqua siliquae
silk silks
silva silvae
silverfish silverfishes
silver silvers
simulacrum simulacra
sinciput sincipita
sinfonia sinfonie
sink sinks
sister sisters
sistrum sistra
situation situations
situla situlae
size sizes
skate skates
skin skins
skirt skirts
sky skies
slave slaves
sleet sleets
slip slips
slope slopes
smalto smalti
smash smashes
smell smells
smile smiles
smoke smokes
snaggletooth snaggleteeth
snailfish snailfishes
snail snails
snake snakes
sneeze sneezes
snipefish snipefishes
snow snows
soap soaps
society societies
sock socks
socman socmen
soda sodas
sofa sofas
solarium solaria
solatium solatia
soldo soldi
solfeggio solfeggi
solidus solidi
solo soli
sol soles
solum sola
soma somata
song songs
son sons
soprano soprani
sordino sordini
sorosis soroses
sort sorts
sorus sori
sound sounds
soup soups
sovkhoz sovkhozy
space spaces
spadefish spadefishes
spade spades
spadix spadices
spaghetti spaghetti
spark sparks
speaker speakers
spearfish spearfishes
species species
spectrum spectra
speculum specula
speed speeds
spermatium spermatia
spermatogonium spermatogonia
spermatozoon spermatozoa
spermogonium spermogonia
sphinx sphinges
spica spicae
spiculum spicula
spirillum spirilla
splayfoot splayfeet
splenius splenii
sponge sponges
spoon spoons
sporangium sporangia
sporogonium sporogonia
sporozoan sporozoa
spot spots
springhaas springhase
spring springs
spumone spumoni
sputum sputa
spy spies
squama squamae
square squares
squash squashes
squeal squeals
squilla squillae
squirrelfish squirrelfishes
squirrel squirrels
squiz squizzes
stadium stadia
stage stages
stamen stamina
staminodium staminodia
stamp stamps
stanza stanzas
stapes stapedes
staphylococcus staphylococci
starets staretsy
starets startsy
starfish starfishes
star stars
start starts
statement statements
station stations
steam steams
steel steels
stele stelae
stemma stemmata
stem stems
stenosis stenoses
stepchild stepchildren
step steps
sternum sterna
stew stews
stick sticks
stigma stigmata
stimulus stimuli
stimulus stimuli
stipes stipites
stirps stirpes
stitch stitches
stoa stoae
stockfish stockfishes
stocking stockings
stomach stomachs
stoma stomata
stomodaeum stomodaea
stomodeum stomodea
stonefish stonefishes
stone stones
stone stones
stop stops
store stores
story stories
stotinka stotinki
stotinka stotkini
stove stoves
stranger strangers
strappado strappadoes
stratocumulus stratocumuli
stratum strata
stratum strata
stratus strati
straw straws
streaking streakingXXX
stream streams
street streets
streptococcus streptococci
stretch stretches
stretto stretti
stria striae
string strings
strobilus strobili
stroma stromata
structure structures
struma strumae
stucco stuccoes
study studies
stylopodium stylopodia
stylops stylopes
stylus styli
subcortex subcortices
subdelirium subdeliria
subgenus subgenera
subindex subindices
submucosa submucosae
subphylum subphyla
substance substances
substratum substrasta
succedaneum succedanea
succubus succubi
suckerfish suckerfishes
suckfish suckfishes
sudarium sudaria
sudatorium sudatoria
sugar sugars
suggestion suggestions
suit suits
sulcus sulci
summa summae
summer summers
sunfish sunfishes
sun suns
supercargo supercargoes
superhero superheroes
supernova supernovae
superstratum superstrata
support supports
surgeonfish surgeonfishes
surgery surgeries
surprise surprises
swami swamies
sweater sweaters
sweetiewife sweetiewives
swellfish swellfishes
swim swims
swine swine
swing swings
switch switches
swordfish swordfishes
syconium syconia
syllabus syllabi
syllabus syllabuses
syllepsis syllepses
symphysis symphyses
sympodium sympodia
symposium symposia
symposium symposiums
synapsis synapses
synarthrosis synarthroses
synclinorium synclinoria
syncytium syncytia
syndesmosis syndesmoses
synopsis synopses
syntagma syntagmata
synthesis syntheses
syphiloma syphilomata
syrinx syringes
syssarcosis syssarcoses
system systems
tableau tableaus
tableau tableaux
tableau tableaux
table tables
tackle tackles
taenia taeniae
tail tails
talk talks
tallith tallaisim
tallith tallithes
tallith tallitoth
talus tali
tank tanks
tapetum tapeta
tarantula tarantulae
tarsometatarsus tarsometatarsi
tarsus tarsi
taste tastes
taxi taxies
taxon taxa
tax taxes
tax taxes
team teams
tectrix tectrices
teeth teeth
tegmen tegmina
telamon telamones
telangiectasia telangiectases
tela telae
telium telia
temper tempers
tempo tempi
tenaculum tenacula
tendency tendencies
tenderfoot tenderfeet
tenia teniae
tent tents
tenuis tenues
teraph teraphim
teras terata
teredo teredines
tergum terga
terminus termini
terrarium terraria
territory territories
terzetto terzetti
tessera tesserae
testa testae
testis testes
test tests
testudo testudines
tetrahedron tetrahedra
tetraskelion tetraskelia
texture textures
thalamencephalon thalamencephala
thalamus thalami
thallus thalli
theca thecae
theory theories
thesaurus thesauri
thesis theses
thesis theses
thickleaf thickleaves
thief thieves
thing things
tholos tholoi
thorax thoraces
thought thoughts
thread threads
thrill thrills
throat throats
thrombus thrombi
throne thrones
thumb thumbs
thunder thunders
thymus thymi
thyrse therses
thyrsus thyrsi
tibia tibiae
ticket tickets
tiger tigers
tilefish tilefishes
time times
tintinnabulum tintinnabula
tin tins
tiro tyros
title titles
titmouse titmice
toadfish toadfishes
toad toads
tobacco tobaccoes
toe toes
tomato tomatoes
tomentum tomenta
tondo tondi
tongue tongues
tonneau tonneaux
toothbrush toothbrushes
toothpaste toothpastes
tooth teeth
tooth teeth
tophus tophi
topos topoi
top tops
tornado tornadoes
torpedo torpedoes
torso torsi
torus tori
touch touches
touraco touracos
town towns
toy toys
trabecula trabeculae
trachea tracheae
trade trades
traditor traditores
tragus tragi
trail trails
train trains
tramp tramps
transport transports
trapezium trapezia
trapezohedron trapezohedra
trauma traumata
tray trays
treatment treatments
tree trees
treponema treponemata
trichina trichinae
trick tricks
triclinium triclinia
triennium triennia
triforium triforia
triggerfish triggerfishes
trihedron trihedra
trip trips
triskelion triskelia
trisoctahedron trisoctahedra
triumvir triumviri
trivium trivia
trochlea trochleae
tropaeolum tropaeola
trouble troubles
trousseau trousseaux
trout trout
trout trouts
truck trucks
trunkfish trunkfishes
tryma trymata
tuba tubae
tub tubs
tuna tuna
tuna tunas
turf turves
turkey turkeys
turn turns
twig twigs
twist twists
tympanum tympana
ubermensch ubermenschen
ugli uglies
uighur uigurs
ulna ulnae
ultimatum ultimata
umbilicus umbilici
umbo umbones
umbra umbrae
umbrella umbrellas
uncle uncles
uncus unci
underwear under-wears
unit units
uredinium uredinia
uredium uncidia
uredosorus uredosori
uredo uredines
urethra urethrae
urinalysis urinalyses
use uses
uterus uteri
utriculus utriculi
uvula uvulae
vacation vacations
vacuum vacua
vagina vaginae
vagus vagi
vallecula valleculae
value values
van vans
vaporetto vaporetti
varix varices
vasculum vascula
vase vases
vas vasa
vegetable vegetables
veil veils
vein veins
velamen velamina
velarium velaria
velum vela
vena venae
ventriculus ventriculi
vermis vermes
verruca verrucae
verse verses
vertebra vertebrae
vertebra vertebras
vertex vertexes
vertex vertices
vertigo vertigines
vertigo vertigoes
vesica vesicae
vessel vessels
vest vests
veto vetoes
vexillum vexilla
viaticum viatica
viator viatores
vibraculum vibracula
vibrissa vibrissae
view views
villain villains
villus villi
vimen vimina
vinculum vincula
virago viragoes
virtuoso virtuosi
visitor visitors
vis vires
vita vitae
vitellus vitelli
vitriol vitriol
vitta vittae
vivarium vivaria
voice voices
volcano volcanoes
volkslied volkslieder
volleyball volleyballs
volta volte
volva volvae
vortex vortexes
vortex vortices
vorticella vorticellae
vox voces
voyage voyages
vulva vulvae
wahabi wahhabis
wail wails
wale wales
walk walks
wall walls
wanderjahr wanderjahre
war wars
wash washes
waste wastes
watch watches
water waters
wave waves
wax waxes
way ways
weakfish weakfishes
wealth wealth
weather weathers
week weeks
weight weights
werewolf werewolves
wharf wharfs
wharf wharves
wheel wheels
whip whips
whistle whistles
whitefish whitefishes
whore whores
wife wives
window windows
wind winds
wine wines
wing wings
winter winters
wire wires
wish wishes
wolffish wolffishes
wolf wolves
woman women
women women
woodlouse woodlice
wood woods
wool wools
word words
work works
worm worms
wound wounds
wreckfish wreckfishes
wrench wrenches
wren wrens
wrist wrists
writer writers
writing writings
wunderkind wunderkinder
xiphisternum xiphisterna
yak yaks
yam yams
yard yards
yarn yarns
year years
yeshiva yeshivahs
yeshiva yeshivoth
yogi yogin
yoke yokes
yourself yourselves
zamindari zamindaris
zebra zebras
zecchino zecchini
zephyr zephyrs
zero zeroes
zinc zincs
zipper zippers
zoaea zoaeae
zoaea zoeas
zoea zoeae
zoonosis zoonoses
zoon zoa
zoosporangium zoosporangia
zoo zoos
